country,code,territory_code,region,year,total_population ,hospials_per_capita,cases_per_100k,total_cases,m_0to14_cases,m_15to34_cases,m_35to54_cases,m_55plus_cases,total_male_cases,f_0to14_cases,f_15to34_cases,f_35to54_cases,f_55plus_cases,total_female_cases,recovery_rate,economic_impact,case_severity,time_interval,prevelance_detection,prevelance_per_100k_ex_HIV,total_prevelance_ex_HIV,prevelance_per_100k_in_HIV,total_prevelance_in_HIV,death_detection,incidence_per_100k,total_incidence,incidence_per_100k_pos_HIV,total_incidence_pos_HIV,total_detection_rate
Ecuador,ECU,218,AMR,2008,14512402,9.77,118,17000,594,1733,2943,4415,9684,448,1350,2339,3179,7316,88.93,medium,severe,Advanced Infection,predicted,6,870,3.7,540,VR,72,10000,9.1,1300,47
Ecuador,ECU,218,AMR,2009,14756424,4.13,111,16000,692,1534,2714,3886,8826,499,1299,2231,3146,7174,94.5,high,mild,Recovery,predicted,5,740,3.4,500,VR,68,10000,8.7,1300,47
Ecuador,ECU,218,AMR,2010,15001072,8.72,104,16000,564,1774,2966,3826,9131,474,1273,2101,3022,6869,96.41,low,mild,Early Detection,predicted,4.7,710,3.1,470,VR,65,9700,8.5,1300,50
Ecuador,ECU,218,AMR,2011,15246481,7.85,97,15000,447,1535,2556,3787,8324,456,1190,2159,2872,6676,61.91,high,mild,Advanced Infection,predicted,3.5,530,2.8,430,VR,62,9400,8.2,1300,54
Ecuador,ECU,218,AMR,2012,15492264,5.71,89,14000,491,1310,1940,2704,6446,514,1507,2382,3151,7554,71.19,low,moderate,Early Detection,predicted,3,470,2.5,390,VR,59,9100,7.9,1200,60
Ecuador,ECU,218,AMR,2013,15737878,7.41,82,13000,369,1162,2051,2951,6533,459,1254,1946,2808,6467,50.73,medium,severe,Recovery,predicted,2,320,2.3,360,VR imputed,56,8800,7.9,1200,60
Egypt,EGY,818,EMR,1990,56336614,8.8,82,46000,1667,4613,7366,10304,23950,1706,4124,6780,9440,22050,93.97,low,mild,Early Detection,predicted,3.5,1900,0.01,4,VR imputed,35,20000,0.01,5.9,11
Egypt,EGY,818,EMR,1991,57387589,4.1,76,44000,1901,4333,7475,10441,24150,1540,3541,6338,8432,19850,57.73,high,severe,Recovery,predicted,3,1700,0.01,5,VR,34,20000,0.01,7.6,19
Egypt,EGY,818,EMR,1992,58370712,3.34,71,41000,1956,4840,6918,9863,23578,1386,3085,5483,7468,17422,93.07,high,mild,Advanced Infection,predicted,3.2,1900,0.01,6,VR,34,20000,0.02,9.6,45
Egypt,EGY,818,EMR,1993,59307778,6.71,66,39000,1318,4054,7525,10282,23179,1384,2898,4878,6662,15821,66.47,medium,severe,Advanced Infection,predicted,3,1800,0.01,6,VR imputed,33,20000,0.02,12,17
Egypt,EGY,818,EMR,1994,60231864,8.1,61,37000,1522,3730,5831,8711,19793,1191,3197,5077,7742,17207,68.41,high,mild,Recovery,predicted,2.7,1600,0.01,7,VR imputed,32,19000,0.02,14,20
Egypt,EGY,818,EMR,1995,61168397,7.65,57,35000,1220,3780,6741,8952,20693,939,2560,4380,6429,14307,51.96,high,moderate,Advanced Infection,predicted,2.5,1500,0.01,7,VR imputed,31,19000,0.03,17,58
Egypt,EGY,818,EMR,1996,62123592,8,52,32000,1676,3906,5749,7609,18940,972,2661,3959,5468,13060,66.34,medium,moderate,Early Detection,predicted,2.3,1400,0.01,8,VR imputed,30,19000,0.03,20,65
Egypt,EGY,818,EMR,1997,63094069,4.41,48,30000,1199,3079,5468,7977,17724,1012,2418,3718,5127,12276,94.42,medium,moderate,Early Detection,predicted,2.1,1400,0.01,8,VR imputed,29,18000,0.04,23,76
Egypt,EGY,818,EMR,1998,64084443,8.2,44,28000,1047,2932,5337,7151,16467,646,2200,3679,5008,11533,51.28,low,mild,Recovery,predicted,2,1300,0.01,9,VR imputed,28,18000,0.04,26,71
Egypt,EGY,818,EMR,1999,65097777,1.29,41,27000,1151,2967,4703,6733,15554,862,2194,3568,4822,11446,70.32,medium,severe,Early Detection,predicted,1.8,1200,0.01,9,VR imputed,27,17000,0.05,29,67
Egypt,EGY,818,EMR,2000,66136590,5.49,39,26000,1065,2497,4208,5737,13508,975,2435,3960,5121,12492,51.57,high,mild,Advanced Infection,predicted,1.7,1100,0.02,10,VR,26,17000,0.05,33,63
Egypt,EGY,818,EMR,2001,67204189,0.16,37,25000,1220,2799,4074,5741,13834,779,2197,3298,4892,11166,68.55,medium,moderate,Advanced Infection,predicted,1.6,1100,0.01,10,VR,25,17000,0.06,37,64
Egypt,EGY,818,EMR,2002,68302914,3.31,36,24000,913,2507,4179,5541,13140,812,1968,3356,4724,10860,58.63,high,mild,Advanced Infection,predicted,1.5,1000,0.02,12,VR,24,16000,0.06,42,69
Egypt,EGY,818,EMR,2003,69432477,3.73,35,24000,955,2251,3701,5060,11967,748,2118,3635,5532,12033,62.61,low,severe,Early Detection,predicted,1.6,1100,0.02,13,VR,23,16000,0.07,46,72
Egypt,EGY,818,EMR,2004,70591288,4.02,34,24000,1131,2393,3850,5196,12569,599,2036,3569,5226,11431,93.88,medium,moderate,Advanced Infection,predicted,1.3,890,0.02,15,VR,22,16000,0.07,51,74
Egypt,EGY,818,EMR,2005,71777678,6.99,32,23000,931,2170,3377,4893,11371,634,2214,3501,5280,11629,71.8,high,mild,Early Detection,predicted,1.2,840,0.02,17,VR,21,15000,0.08,57,75
Egypt,EGY,818,EMR,2006,72990754,3.95,31,23000,972,2146,3774,5124,12016,902,2186,3381,4514,10984,63.69,medium,severe,Recovery,predicted,1,740,0.02,18,VR,21,15000,0.08,60,67
Egypt,EGY,818,EMR,2007,74229577,4.54,30,22000,810,2397,4230,5622,13059,628,1871,2789,3653,8941,79.47,medium,moderate,Advanced Infection,predicted,1,760,0.02,18,VR,20,15000,0.08,59,67
Egypt,EGY,818,EMR,2008,75491922,2.45,29,22000,965,2368,3736,5126,12195,574,1823,3037,4370,9805,57.11,medium,severe,Recovery,predicted,1,760,0.03,20,VR,19,14000,0.09,67,65
Egypt,EGY,818,EMR,2009,76775023,3.8,29,22000,634,1903,3146,4298,9982,947,2479,3680,4911,12018,62.97,medium,severe,Early Detection,predicted,0.87,670,0.03,22,VR,19,14000,0.1,74,68
Egypt,EGY,818,EMR,2010,78075705,2.35,28,22000,1111,2466,3988,5402,12967,743,1838,2742,3710,9033,77.31,low,moderate,Early Detection,predicted,0.73,570,0.03,26,VR,18,14000,0.1,82,66
Egypt,EGY,818,EMR,2011,79392466,0.82,28,22000,695,1869,3001,4454,10019,636,2356,3683,5307,11981,61.88,high,mild,Recovery,predicted,0.87,690,0.04,28,VR,17,14000,0.11,87,65
Egypt,EGY,818,EMR,2012,80721874,6.07,27,22000,713,2028,3679,5170,11590,607,1932,3334,4536,10410,83.96,medium,mild,Advanced Infection,predicted,0.72,580,0.04,30,VR imputed,17,14000,0.11,92,62
Egypt,EGY,818,EMR,2013,82056378,6.72,27,22000,811,2074,3761,5105,11751,654,1817,3336,4443,10249,74.57,high,mild,Advanced Infection,predicted,0.67,550,0.04,34,VR imputed,16,13000,0.12,97,59
El Salvador,SLV,222,AMR,1990,5344226,6.23,64,3400,150,387,604,788,1928,110,278,452,632,1472,88.6,low,mild,Advanced Infection,predicted,4.8,260,0.11,6,VR,54,2900,0.73,39,82
El Salvador,SLV,222,AMR,1991,5425293,4.69,71,3900,163,446,705,990,2304,92,306,514,684,1596,97.41,high,severe,Recovery,predicted,6.1,330,0.18,10,VR,56,3100,1,54,75
El Salvador,SLV,222,AMR,1992,5511138,3.86,76,4200,136,411,691,1054,2293,148,353,584,822,1907,55.79,high,mild,Early Detection,predicted,6.2,340,0.24,13,VR,58,3200,1.3,70,79
El Salvador,SLV,222,AMR,1993,5597322,8.65,77,4300,177,424,637,900,2138,174,418,646,924,2162,66.73,low,mild,Recovery,predicted,5.6,310,0.3,17,VR,57,3200,1.6,87,100
El Salvador,SLV,222,AMR,1994,5677743,5.24,75,4200,147,471,781,1035,2434,160,325,559,723,1766,65.98,medium,severe,Early Detection,predicted,4.6,260,0.35,20,VR imputed,55,3100,1.8,100,120
El Salvador,SLV,222,AMR,1995,5748013,4.84,69,4000,143,397,659,894,2092,184,376,567,782,1908,57.56,high,severe,Advanced Infection,predicted,3.8,220,0.38,22,VR,52,3000,2,110,82
El Salvador,SLV,222,AMR,1996,5806750,0.35,62,3600,168,354,587,782,1891,138,334,507,731,1709,90.52,high,moderate,Advanced Infection,predicted,4.1,240,0.4,23,VR,47,2700,2,120,62
El Salvador,SLV,222,AMR,1997,5855226,3.48,54,3200,102,330,560,811,1802,105,261,429,603,1398,87.99,medium,severe,Early Detection,predicted,4.2,240,0.36,21,VR,41,2400,1.9,110,69
El Salvador,SLV,222,AMR,1998,5895018,3.86,46,2700,91,284,429,635,1439,102,251,389,518,1261,74.22,medium,moderate,Advanced Infection,predicted,3.6,210,0.31,18,VR,36,2100,1.8,100,81
El Salvador,SLV,222,AMR,1999,5928809,4.05,38,2300,113,252,396,574,1334,60,188,303,415,966,76.89,high,moderate,Recovery,predicted,3.5,210,0.25,15,VR,31,1800,1.6,96,88
El Salvador,SLV,222,AMR,2000,5958794,5.84,33,2000,85,217,363,488,1153,59,170,265,352,847,52.98,low,mild,Early Detection,predicted,2.8,170,0.23,14,VR,28,1700,1.6,95,90
El Salvador,SLV,222,AMR,2001,5985299,5.38,31,1900,69,210,349,467,1094,48,161,250,346,806,77.78,medium,mild,Advanced Infection,predicted,2.4,140,0.28,17,VR,27,1600,1.8,110,92
El Salvador,SLV,222,AMR,2002,6008308,6.12,32,1900,73,225,339,493,1130,69,149,228,325,770,89.57,medium,mild,Advanced Infection,predicted,2.5,150,0.38,23,VR,27,1600,2.3,140,96
El Salvador,SLV,222,AMR,2003,6029366,7.67,33,2000,65,170,289,395,918,93,222,323,444,1082,78.69,low,severe,Advanced Infection,predicted,1.7,100,0.53,32,VR,28,1700,2.8,170,82
El Salvador,SLV,222,AMR,2004,6050297,8.15,36,2200,101,219,366,494,1180,77,196,319,429,1020,63.27,high,severe,Advanced Infection,predicted,2.2,130,0.64,39,VR,30,1800,3.3,200,78
El Salvador,SLV,222,AMR,2005,6072538,7.21,38,2300,90,229,411,578,1309,60,180,317,435,991,83.38,medium,mild,Early Detection,predicted,1.8,110,0.69,42,VR,31,1900,3.6,220,95
El Salvador,SLV,222,AMR,2006,6096692,9.56,39,2400,100,233,387,524,1244,87,224,366,479,1156,68.07,high,mild,Early Detection,predicted,1.2,72,0.67,41,VR,32,1900,3.8,230,85
El Salvador,SLV,222,AMR,2007,6122952,0.28,38,2400,91,227,380,547,1246,71,198,353,532,1154,77.24,high,severe,Advanced Infection,predicted,1.9,120,0.59,36,VR,32,1900,3.7,230,86
El Salvador,SLV,222,AMR,2008,6151776,2.04,38,2300,81,218,397,540,1236,88,207,318,450,1064,74.38,high,moderate,Recovery,predicted,1.6,98,0.49,30,VR,32,1900,3.6,220,88
El Salvador,SLV,222,AMR,2009,6183484,0.17,37,2300,87,228,359,480,1154,93,209,363,482,1146,69.06,low,moderate,Recovery,predicted,1.4,85,0.42,26,VR,32,2000,3.4,210,86
El Salvador,SLV,222,AMR,2010,6218195,6.51,38,2400,94,252,418,539,1303,83,217,341,456,1097,85.94,high,mild,Recovery,predicted,1.4,84,0.35,22,VR,33,2000,3.2,200,84
El Salvador,SLV,222,AMR,2011,6256242,8.99,41,2500,75,220,356,484,1135,90,261,421,593,1365,94.19,high,mild,Recovery,predicted,1,63,0.38,24,VR,34,2200,3.2,200,88
El Salvador,SLV,222,AMR,2012,6297394,2.51,44,2800,129,317,511,686,1643,77,212,360,508,1157,50.26,medium,mild,Early Detection,predicted,1.1,66,0.46,29,VR imputed,37,2300,3.4,220,89
El Salvador,SLV,222,AMR,2013,6340454,9.28,48,3100,128,337,535,708,1707,103,260,435,594,1393,96.68,medium,moderate,Early Detection,predicted,0.97,61,0.52,33,VR imputed,39,2500,3.7,240,87
Guinea Bissau,GNQ,226,AFR,1990,373851,0.7,111,420,17,38,59,85,199,15,39,70,98,221,75.58,low,mild,Recovery,predicted,7.3,27,0.27,1,Indirect,86,320,1.1,4.2,80
Guinea Bissau,GNQ,226,AFR,1991,386418,9.35,111,430,16,40,62,88,207,12,40,68,103,223,85.04,low,moderate,Early Detection,predicted,7.4,28,0.26,1,Indirect,86,330,1.5,5.6,99
Guinea Bissau,GNQ,226,AFR,1992,399625,3.58,108,430,21,47,75,103,246,16,36,57,75,184,92.78,medium,severe,Recovery,predicted,7,28,0.25,1,Indirect,86,340,1.9,7.4,77
Guinea Bissau,GNQ,226,AFR,1993,413387,1.1,106,440,15,49,82,114,261,14,37,54,75,179,73.36,medium,severe,Advanced Infection,predicted,6.6,27,0.48,2,Indirect,85,350,2.4,9.8,88
Guinea Bissau,GNQ,226,AFR,1994,427503,4.91,103,440,18,42,73,102,235,13,37,64,91,205,91.75,low,severe,Advanced Infection,predicted,6.3,27,0.47,2,Indirect,84,360,3,13,99
Guinea Bissau,GNQ,226,AFR,1995,441829,2.64,103,450,17,46,75,102,241,17,41,65,87,209,58.88,high,mild,Recovery,predicted,6.3,28,0.68,3,Indirect,85,380,3.8,17,81
Guinea Bissau,GNQ,226,AFR,1996,456389,2.92,106,480,13,47,74,108,243,19,43,73,101,237,57.96,low,severe,Early Detection,predicted,6.7,31,0.88,4,Indirect,87,400,4.9,22,80
Guinea Bissau,GNQ,226,AFR,1997,471288,3.14,110,520,22,52,79,104,257,19,50,83,111,263,82.87,high,moderate,Recovery,predicted,7.4,35,1.3,6,Indirect,91,430,6.3,30,86
Guinea Bissau,GNQ,226,AFR,1998,486542,8.05,115,560,16,48,83,110,256,24,54,92,134,304,93.51,medium,moderate,Early Detection,predicted,8,39,1.6,8,Indirect,94,460,7.9,39,91
Guinea Bissau,GNQ,226,AFR,1999,502169,5.44,119,600,19,51,90,117,277,20,64,103,136,323,94.62,medium,moderate,Advanced Infection,predicted,8.5,43,2,10,Indirect,97,490,9.8,49,28.1
Guinea Bissau,GNQ,226,AFR,2000,518179,3.18,120,620,30,68,106,146,349,16,53,84,118,271,82.19,medium,mild,Early Detection,predicted,8.7,45,2.5,13,Indirect,100,520,12,61,14.1
Guinea Bissau,GNQ,226,AFR,2001,534592,6.14,120,640,25,64,103,143,335,18,62,94,131,305,76.27,high,mild,Recovery,predicted,8.5,46,2.8,15,Indirect,102,550,14,74,12.3
Guinea Bissau,GNQ,226,AFR,2002,551399,7.19,120,660,21,61,101,140,322,23,65,108,142,338,66.57,low,moderate,Advanced Infection,predicted,8.1,45,3.1,17,Indirect,103,570,16,87,9.9
Guinea Bissau,GNQ,226,AFR,2003,568552,2.8,120,680,27,68,110,152,357,19,63,103,138,323,99,high,moderate,Advanced Infection,predicted,7.6,43,3.3,19,Indirect,105,600,18,100,15
Guinea Bissau,GNQ,226,AFR,2004,585983,4.19,120,700,27,64,100,134,325,22,74,119,159,375,65.98,low,moderate,Early Detection,predicted,7.2,42,3.6,21,Indirect,107,630,20,110,86
Guinea Bissau,GNQ,226,AFR,2005,603648,1.31,122,730,31,76,109,145,361,23,74,117,155,369,87.21,low,moderate,Advanced Infection,predicted,7,42,3.6,22,Indirect,110,660,22,130,37.6
Guinea Bissau,GNQ,226,AFR,2006,621517,1.89,125,780,33,74,123,181,411,29,71,115,154,369,76.6,low,severe,Advanced Infection,predicted,7.1,44,4,25,Indirect,114,710,24,150,46.6
Guinea Bissau,GNQ,226,AFR,2007,639618,6.84,130,830,42,97,152,204,495,21,64,106,144,335,80.43,medium,moderate,Early Detection,predicted,7.3,47,4.5,29,Indirect,118,760,26,170,21.4
Guinea Bissau,GNQ,226,AFR,2008,658025,1.9,135,890,32,77,117,175,401,37,96,153,202,489,69.67,low,mild,Advanced Infection,predicted,7.6,50,4.9,32,Indirect,123,810,29,190,88
Guinea Bissau,GNQ,226,AFR,2009,676851,5.3,140,950,44,106,171,239,559,32,76,121,163,391,98.24,medium,mild,Recovery,predicted,8,54,5.2,35,Indirect,129,870,31,210,81
Guinea Bissau,GNQ,226,AFR,2010,696167,7.12,145,1000,34,97,166,227,524,41,100,142,193,476,78.58,low,mild,Early Detection,predicted,8.3,58,5.6,39,Indirect,133,930,34,230,88
Guinea Bissau,GNQ,226,AFR,2011,715996,1.16,147,1100,34,124,204,293,656,29,89,137,188,444,96.89,low,mild,Early Detection,predicted,8.5,61,5.9,42,Indirect,138,990,36,260,90
Guinea Bissau,GNQ,226,AFR,2012,736296,5.72,152,1100,32,101,173,232,538,43,111,176,232,562,50.38,medium,mild,Early Detection,predicted,8.8,65,5.6,41,Indirect,141,1000,36,260,37.4
Guinea Bissau,GNQ,226,AFR,2013,757014,2.64,153,1200,51,119,182,248,600,47,118,186,249,600,78.63,medium,moderate,Early Detection,predicted,8.8,67,5.4,41,Indirect,144,1100,36,270,23.3
Eritrea,ERI,232,AFR,1990,3272563,9.63,434,14000,441,1488,2455,3220,7604,573,1287,1956,2580,6396,85.86,high,moderate,Recovery,predicted,38,1200,1.1,37,Indirect,242,7900,3.6,120,47
Eritrea,ERI,232,AFR,1991,3311719,4.89,313,10000,413,1036,1588,2127,5164,450,958,1428,2000,4836,87.25,low,severe,Early Detection,predicted,28,920,1.3,42,Indirect,232,7700,5,170,47.5
Eritrea,ERI,232,AFR,1992,3331918,8.08,258,8600,227,741,1216,1687,3871,270,889,1535,2034,4729,95.25,medium,severe,Recovery,predicted,20,670,1.4,46,Indirect,223,7400,6.9,230,59
Eritrea,ERI,232,AFR,1993,3344626,5.55,294,9800,379,930,1644,2372,5325,294,785,1392,2004,4475,50.22,high,severe,Early Detection,predicted,15,490,1.5,49,Indirect,215,7200,9,300,160
Eritrea,ERI,232,AFR,1994,3365933,0.53,310,10000,391,1016,1678,2400,5486,329,806,1396,1983,4514,50.02,high,moderate,Early Detection,predicted,11,380,1.5,52,Indirect,206,6900,11,380,220
Eritrea,ERI,232,AFR,1995,3407812,6.37,317,11000,406,1257,2032,2781,6476,357,904,1393,1870,4524,73.61,medium,severe,Advanced Infection,predicted,9.2,310,1.7,57,Indirect,198,6700,13,460,320
Eritrea,ERI,232,AFR,1996,3473399,9.52,301,10000,418,1049,1607,2138,5212,290,880,1504,2115,4788,51.46,low,moderate,Advanced Infection,predicted,8.7,300,1.9,66,Indirect,189,6600,15,530,79
Eritrea,ERI,232,AFR,1997,3560353,6.06,269,9600,321,1042,1633,2276,5271,240,860,1357,1872,4329,98.73,high,mild,Recovery,predicted,9.3,330,2.3,81,Indirect,181,6400,17,600,130
Eritrea,ERI,232,AFR,1998,3668350,8.21,233,8600,340,891,1389,1839,4459,312,730,1282,1817,4141,61.1,low,moderate,Advanced Infection,predicted,11,390,2.8,100,Indirect,173,6300,18,650,120
Eritrea,ERI,232,AFR,1999,3795384,8.85,191,7200,318,775,1237,1612,3942,265,584,1004,1404,3258,73.63,low,moderate,Early Detection,predicted,12,460,3.3,130,Indirect,165,6300,18,690,97
Eritrea,ERI,232,AFR,2000,3939348,2.36,179,7000,229,656,1164,1629,3678,199,628,1045,1450,3322,53.06,high,mild,Recovery,predicted,14,550,3.9,150,Indirect,157,6200,18,710,110
Eritrea,ERI,232,AFR,2001,4101609,2.2,206,8500,278,906,1540,2167,4891,182,686,1167,1574,3609,76.1,medium,mild,Advanced Infection,predicted,16,650,4.3,180,Indirect,149,6100,18,720,45
Eritrea,ERI,232,AFR,2002,4281576,6.15,208,8900,306,951,1658,2215,5130,322,680,1160,1607,3770,69,low,mild,Early Detection,predicted,17,740,4.7,200,Indirect,141,6000,17,720,47
Eritrea,ERI,232,AFR,2003,4472533,4.17,199,8900,292,780,1383,1956,4411,235,836,1433,1985,4489,52.23,medium,severe,Advanced Infection,predicted,19,830,4.8,220,Indirect,133,6000,16,690,79
Eritrea,ERI,232,AFR,2004,4665522,8.41,192,9000,354,954,1433,1925,4666,246,854,1331,1903,4334,66.76,high,severe,Advanced Infection,predicted,20,920,4.8,230,Indirect,127,5900,14,660,72
Eritrea,ERI,232,AFR,2005,4854066,9.01,189,9200,359,982,1665,2437,5443,288,719,1154,1596,3757,69.57,low,severe,Advanced Infection,predicted,20,990,4.6,220,Indirect,121,5900,13,610,61
Eritrea,ERI,232,AFR,2006,5035036,3.6,185,9300,358,988,1506,2136,4989,359,798,1341,1813,4311,99.5,medium,mild,Advanced Infection,predicted,21,1100,4,200,Indirect,115,5800,11,550,52
Eritrea,ERI,232,AFR,2007,5209846,2.45,181,9400,333,858,1462,2072,4725,407,852,1439,1977,4675,60.39,medium,severe,Early Detection,predicted,21,1100,3.5,180,Indirect,111,5800,9.5,500,63
Eritrea,ERI,232,AFR,2008,5382163,7.83,178,9600,329,875,1423,1889,4517,337,858,1576,2312,5083,77.24,low,mild,Advanced Infection,predicted,21,1100,3.1,170,Indirect,107,5800,8.6,460,52
Eritrea,ERI,232,AFR,2009,5557889,2.82,174,9700,420,1023,1728,2292,5463,348,788,1318,1784,4237,99.37,medium,mild,Recovery,predicted,21,1200,2.8,160,Indirect,103,5700,8,440,51
Eritrea,ERI,232,AFR,2010,5741159,8.24,169,9700,278,893,1489,2048,4708,377,968,1594,2053,4992,89.6,medium,mild,Recovery,predicted,21,1200,2.7,160,Indirect,100,5800,7.6,430,50
Eritrea,ERI,232,AFR,2011,5932852,4.3,165,9800,330,923,1340,1834,4427,416,1037,1654,2266,5373,99.67,high,severe,Advanced Infection,predicted,20,1200,2.5,150,Indirect,97,5800,7,420,53
Eritrea,ERI,232,AFR,2012,6130922,6.71,159,9700,362,959,1601,2119,5040,306,823,1479,2052,4660,98.41,high,severe,Recovery,predicted,20,1200,2.1,130,Indirect,95,5800,6.4,390,54
Eritrea,ERI,232,AFR,2013,6333135,1.05,153,9700,341,956,1604,2170,5070,330,820,1415,2065,4630,74.48,medium,mild,Advanced Infection,predicted,20,1200,1.8,120,Indirect,92,5800,5.6,360,49
Estonia,EST,233,EUR,1990,1565320,6.28,43,670,28,68,109,145,350,25,66,98,131,320,84.82,medium,severe,Early Detection,predicted,4.5,71,0,0,VR,29,450,0.02,0.31,95
Estonia,EST,233,EUR,1991,1549232,4.57,39,610,26,73,108,144,351,19,49,78,113,259,55.52,low,moderate,Early Detection,predicted,4.6,71,0,0,VR,31,480,0.03,0.49,85
Estonia,EST,233,EUR,1992,1523160,5.91,41,630,31,76,108,153,368,17,49,81,116,262,72.06,high,severe,Recovery,predicted,5.3,81,0,0,VR,35,530,0.05,0.74,76
Estonia,EST,233,EUR,1993,1491338,1.76,47,700,23,67,99,141,331,27,65,115,162,369,90.45,low,mild,Recovery,predicted,7.4,110,0,0,VR,40,600,0.09,1.3,89
Estonia,EST,233,EUR,1994,1459829,7.4,55,810,35,91,133,188,447,22,71,118,152,363,75.27,medium,mild,Advanced Infection,predicted,8.8,130,0,0,VR,46,680,0.14,2.1,92
Estonia,EST,233,EUR,1995,1433076,8.64,64,920,33,93,164,216,506,26,76,130,182,414,85.13,low,mild,Advanced Infection,predicted,10,150,0.07,1,VR,52,750,0.24,3.4,84
Estonia,EST,233,EUR,1996,1412522,2.25,72,1000,38,93,141,188,460,42,94,166,237,540,87.29,medium,moderate,Advanced Infection,predicted,9.8,140,0.07,1,VR,57,810,0.39,5.5,85
Estonia,EST,233,EUR,1997,1397071,1.05,77,1100,38,115,211,287,650,37,93,139,181,450,62.67,high,mild,Early Detection,predicted,10,140,0.14,2,VR,61,850,0.6,8.4,87
Estonia,EST,233,EUR,1998,1385531,0.33,81,1100,46,112,198,289,645,40,86,139,190,455,93.78,high,mild,Advanced Infection,predicted,11,150,0.14,2,VR,63,880,0.91,13,93
Estonia,EST,233,EUR,1999,1375744,6.46,83,1100,42,117,184,264,606,38,89,149,217,494,72.99,medium,severe,Early Detection,predicted,11,150,0.29,4,VR,64,880,1.3,18,85
Estonia,EST,233,EUR,2000,1366117,6.11,82,1100,35,95,158,211,499,33,117,187,264,601,60.51,high,moderate,Recovery,predicted,8.1,110,0.37,5,VR,63,870,1.8,25,91
Estonia,EST,233,EUR,2001,1356549,5.51,77,1000,46,112,178,247,582,34,82,124,179,418,93.27,medium,severe,Early Detection,predicted,7.4,100,0.44,6,VR,61,820,2.3,32,86
Estonia,EST,233,EUR,2002,1347674,2.4,71,950,32,106,174,249,561,34,77,120,159,389,70.89,low,mild,Recovery,predicted,6.8,92,0.52,7,VR,57,760,2.9,39,81
Estonia,EST,233,EUR,2003,1339453,3.97,64,860,27,77,130,188,422,36,89,130,184,438,87.52,medium,mild,Early Detection,predicted,7.1,95,0.52,7,VR,52,690,3.3,44,84
Estonia,EST,233,EUR,2004,1331928,5.99,56,750,27,72,107,146,352,30,75,125,168,398,77.4,low,moderate,Early Detection,predicted,7.6,100,0.53,7,VR,47,620,3.5,47,87
Estonia,EST,233,EUR,2005,1325112,5.02,49,650,31,74,113,149,366,23,53,83,124,284,69.09,medium,mild,Advanced Infection,predicted,3.8,51,0.53,7,VR,42,560,3.6,48,86
Estonia,EST,233,EUR,2006,1318893,9.88,44,580,17,60,104,142,324,15,48,78,114,256,90.49,high,moderate,Recovery,predicted,5,66,0.53,7,VR,38,500,3.6,48,84
Estonia,EST,233,EUR,2007,1313138,1.45,41,540,14,48,80,113,256,22,55,89,118,284,79.22,medium,severe,Early Detection,predicted,4.8,62,0.53,7,VR,35,460,3.6,47,98
Estonia,EST,233,EUR,2008,1307827,6.98,39,500,18,53,87,129,288,17,44,64,88,212,69.53,medium,moderate,Early Detection,predicted,3.7,48,0.61,8,VR,33,430,3.5,46,93
Estonia,EST,233,EUR,2009,1302965,4.1,37,480,18,46,81,115,261,13,41,66,99,219,55.48,medium,severe,Recovery,predicted,3.4,44,0.61,8,VR,31,400,3.5,45,89
Estonia,EST,233,EUR,2010,1298533,4.34,35,450,14,41,72,99,226,15,41,70,98,224,94.77,high,mild,Early Detection,predicted,2.8,37,0.54,7,VR,29,380,3.3,43,76
Estonia,EST,233,EUR,2011,1294498,7.2,32,420,12,38,66,99,215,11,36,64,93,205,51.77,medium,severe,Recovery,predicted,2.8,37,0.46,6,VR,27,350,3.1,40,85
Estonia,EST,233,EUR,2012,1290778,6.96,29,380,11,39,63,84,197,10,36,58,79,183,93.16,high,severe,Recovery,predicted,2.5,32,0.46,6,VR,24,320,2.9,37,82
Estonia,EST,233,EUR,2013,1287251,9.91,27,340,15,32,49,67,163,11,36,56,74,177,68,medium,severe,Recovery,predicted,2.5,32,0.39,5,VR imputed,22,290,2.6,34,92
Ethiopia,ETH,231,AFR,1990,48042755,1.37,426,200000,7693,21144,34472,48150,111459,7382,16716,28196,36247,88541,81.97,low,moderate,Early Detection,survey imputed,89,43000,7.3,3500,Indirect,369,180000,16,7500,50
Ethiopia,ETH,231,AFR,1991,49743883,1.13,446,220000,8688,20499,31935,41995,103117,6654,22362,36219,51647,116883,96.11,medium,severe,Early Detection,survey imputed,99,49000,11,5500,Indirect,377,190000,21,11000,32
Ethiopia,ETH,231,AFR,1992,51525658,7.27,462,240000,8784,24081,36273,48079,117217,8278,23476,37427,53602,122783,57.59,low,moderate,Advanced Infection,survey imputed,108,55000,16,8300,Indirect,387,200000,29,15000,30
Ethiopia,ETH,231,AFR,1993,53357867,5.83,470,250000,12079,28179,45835,60699,146793,6670,20347,31680,44510,103207,78.35,high,moderate,Recovery,survey imputed,115,61000,22,12000,Indirect,398,210000,38,20000,67.4
Ethiopia,ETH,231,AFR,1994,55199953,2.81,479,260000,10973,27094,43115,59907,141089,8436,23386,36566,50522,118911,88.22,high,moderate,Early Detection,survey imputed,119,66000,29,16000,Indirect,409,230000,48,27000,44
Ethiopia,ETH,231,AFR,1995,57023519,0.89,480,270000,9487,25894,42390,62369,140140,10072,22827,39234,57727,129860,87.88,medium,mild,Early Detection,survey imputed,121,69000,37,21000,Indirect,418,240000,59,34000,11
